  Time                  (V(MagIn))@1          (V(MagIn))@2         
  2.986050950600e-006  1.238410525478e+002  1.238410525202e+002  
  2.989383205764e-006  1.239523390519e+002  1.239523390311e+002  
  2.992042317979e-006  1.240365378848e+002  1.240365378726e+002  
  2.994414955371e-006  1.241050646993e+002  1.241050646956e+002  
  2.996283188455e-006  1.241530064427e+002  1.241530064455e+002  
  2.999733179801e-006  1.242236910863e+002  1.242236910983e+002  
  3.003183171146e-006  1.242711160217e+002  1.242711160346e+002  
  3.006633162491e-006  1.243014090603e+002  1.243014090583e+002  
  3.010083153837e-006  1.243229840355e+002  1.243229840255e+002  
  3.013533145182e-006  1.243426155669e+002  1.243426155535e+002  
  3.016983136528e-006  1.243690654505e+002  1.243690654297e+002  
  3.020433127873e-006  1.244011235754e+002  1.244011235609e+002  
  3.023883119218e-006  1.244354545105e+002  1.244354545153e+002  
  3.027333110564e-006  1.244661385413e+002  1.244661385571e+002  
  3.030783101909e-006  1.244889652912e+002  1.244889653027e+002  
  3.034233093255e-006  1.244955544128e+002  1.244955544136e+002  
  3.037683084600e-006  1.244797699814e+002  1.244797699847e+002  
  3.041133075945e-006  1.244401639152e+002  1.244401639341e+002  
  3.044583067291e-006  1.243788263869e+002  1.243788264092e+002  
  3.048033058636e-006  1.243019448150e+002  1.243019448233e+002  
  3.051483049982e-006  1.242145180232e+002  1.242145180123e+002  
  3.054933041327e-006  1.241243046157e+002  1.241243045871e+002  
  3.058383032673e-006  1.240338733244e+002  1.240338732776e+002  
  3.061833024018e-006  1.239452844198e+002  1.239452843834e+002  
  3.065283015363e-006  1.238611159320e+002  1.238611159321e+002  
  3.068733006709e-006  1.237803000779e+002  1.237803000755e+002  
  3.072182998054e-006  1.236993528618e+002  1.236993528486e+002  
  3.075632989400e-006  1.236146588678e+002  1.236146588499e+002  
  3.079082980745e-006  1.235231662903e+002  1.235231662702e+002  
  3.082532972090e-006  1.234234410592e+002  1.234234411045e+002  
  3.085982963436e-006  1.233154530116e+002  1.233154530812e+002  
  3.089432954781e-006  1.232005899467e+002  1.232005899888e+002  
  3.092882946127e-006  1.230804096724e+002  1.230804097063e+002  
  3.095001028511e-006  1.230053658696e+002  1.230053659086e+002  
  3.098451019857e-006  1.228847195103e+002  1.228847194982e+002  
  3.101901011202e-006  1.227677307561e+002  1.227677306888e+002  
  3.105351002547e-006  1.226568961055e+002  1.226568960553e+002  
  3.108800993893e-006  1.225537850541e+002  1.225537850506e+002  
  3.112250985238e-006  1.224592956282e+002  1.224592956368e+002  
  3.115700976584e-006  1.223734031865e+002  1.223734031984e+002  
  3.119150967929e-006  1.222954586276e+002  1.222954586712e+002  
  3.122600959274e-006  1.222236380258e+002  1.222236380721e+002  
  3.126050950620e-006  1.221555551144e+002  1.221555551309e+002  
  3.129383205784e-006  1.220929507757e+002  1.220929507621e+002  
  3.132042317999e-006  1.220459145878e+002  1.220459145642e+002  
  3.134414955391e-006  1.220061148969e+002  1.220061148825e+002  
  3.136283188475e-006  1.219762558293e+002  1.219762558224e+002  
  3.139733179821e-006  1.219256258874e+002  1.219256258819e+002  
  3.143183171166e-006  1.218811156444e+002  1.218811156449e+002  
  3.146633162511e-006  1.218430904808e+002  1.218430904955e+002  
  3.150083153857e-006  1.218135629139e+002  1.218135629421e+002  
  3.153533145202e-006  1.217969858810e+002  1.217969859121e+002  
  3.156983136548e-006  1.217963990798e+002  1.217963991017e+002  
  3.160433127893e-006  1.218160630760e+002  1.218160630933e+002  
  3.163883119238e-006  1.218527688523e+002  1.218527688535e+002  
  3.167333110584e-006  1.219013270211e+002  1.219013269995e+002  
  3.170783101929e-006  1.219541221003e+002  1.219541220769e+002  
  3.174233093275e-006  1.220095485568e+002  1.220095485319e+002  
  3.177683084620e-006  1.220685511152e+002  1.220685510875e+002  
  3.181133075965e-006  1.221332553795e+002  1.221332553658e+002  
  3.184583067311e-006  1.222041170834e+002  1.222041170958e+002  
  3.188033058656e-006  1.222791187332e+002  1.222791187606e+002  
  3.191483050002e-006  1.223565592482e+002  1.223565592844e+002  
  3.194933041347e-006  1.224353228095e+002  1.224353228623e+002  
  3.198383032693e-006  1.225167366633e+002  1.225167367104e+002  
  3.201833024038e-006  1.226039388847e+002  1.226039389225e+002  
  3.205283015383e-006  1.226986853885e+002  1.226986854144e+002  
  3.208733006729e-006  1.228008784665e+002  1.228008784438e+002  
  3.212182998074e-006  1.229062800910e+002  1.229062800265e+002  
  3.215632989420e-006  1.230073626290e+002  1.230073626228e+002  
  3.219082980765e-006  1.231057474109e+002  1.231057474707e+002  
  3.222532972110e-006  1.232075435811e+002  1.232075436169e+002  
  3.225982963456e-006  1.233177946587e+002  1.233177946602e+002  
  3.229432954801e-006  1.234362123941e+002  1.234362123562e+002  
  3.232882946147e-006  1.235604009598e+002  1.235604008857e+002  
  3.235001028531e-006  1.236365604540e+002  1.236365603871e+002  
  3.238451019877e-006  1.237485757947e+002  1.237485757842e+002  
  3.241901011222e-006  1.238409070404e+002  1.238409070361e+002  
  3.245351002567e-006  1.239142389436e+002  1.239142389574e+002  
  3.248800993913e-006  1.239688681293e+002  1.239688681835e+002  
  3.252250985258e-006  1.240114076390e+002  1.240114076937e+002  
  3.255700976604e-006  1.240496496828e+002  1.240496497028e+002  
  3.259150967949e-006  1.240893473910e+002  1.240893473688e+002  
  3.262600959294e-006  1.241376643458e+002  1.241376643080e+002  
  3.266050950640e-006  1.241918603905e+002  1.241918603556e+002  
  3.269500941985e-006  1.242399764028e+002  1.242399763750e+002  
  3.272950933331e-006  1.242763972422e+002  1.242763972301e+002  
  3.276283188495e-006  1.242931005513e+002  1.242931005608e+002  
  3.279733179841e-006  1.242878548163e+002  1.242878548361e+002  
  3.283183171186e-006  1.242618718565e+002  1.242618718755e+002  
  3.286633162531e-006  1.242211406809e+002  1.242211406923e+002  
  3.290083153877e-006  1.241720746270e+002  1.241720746244e+002  
  3.293533145222e-006  1.241247579369e+002  1.241247579239e+002  
  3.296983136568e-006  1.240823598209e+002  1.240823597931e+002  
  3.300433127913e-006  1.240430937251e+002  1.240430936913e+002  
  3.303883119258e-006  1.240023890935e+002  1.240023890909e+002  
  3.307333110604e-006  1.239546301200e+002  1.239546301520e+002  
  3.310783101949e-006  1.238966375581e+002  1.238966375919e+002  
  3.314233093295e-006  1.238258391936e+002  1.238258391980e+002  
  3.317683084640e-006  1.237397410249e+002  1.237397410076e+002  
  3.321133075985e-006  1.236415711216e+002  1.236415711153e+002  
  3.324583067331e-006  1.235364390362e+002  1.235364390293e+002  
  3.328033058676e-006  1.234297988577e+002  1.234297988433e+002  
  3.331483050022e-006  1.233268609890e+002  1.233268609730e+002  
  3.334933041367e-006  1.232306225184e+002  1.232306225046e+002  
  3.338383032713e-006  1.231432436000e+002  1.231432435872e+002  
  3.341833024058e-006  1.230614599191e+002  1.230614599054e+002  
  3.345283015403e-006  1.229834842330e+002  1.229834842351e+002  
  3.348733006749e-006  1.229067904564e+002  1.229067904847e+002  
  3.352182998094e-006  1.228290387972e+002  1.228290388191e+002  
  3.355632989440e-006  1.227470676051e+002  1.227470676259e+002  
  3.359082980785e-006  1.226605029072e+002  1.226605029322e+002  
  3.362532972130e-006  1.225705897678e+002  1.225705897888e+002  
  3.365982963476e-006  1.224818931777e+002  1.224818932031e+002  
  3.369432954821e-006  1.223971726071e+002  1.223971726396e+002  
  3.372882946167e-006  1.223211175210e+002  1.223211175334e+002  
  3.375001028551e-006  1.222802223617e+002  1.222802223546e+002  
  3.378451019897e-006  1.222241338265e+002  1.222241338132e+002  
  3.381901011242e-006  1.221824585564e+002  1.221824585410e+002  
  3.385351002587e-006  1.221546389024e+002  1.221546388640e+002  
  3.388800993933e-006  1.221392712221e+002  1.221392711822e+002  
  3.392250985278e-006  1.221333752151e+002  1.221333752203e+002  
  3.395700976624e-006  1.221353922311e+002  1.221353922989e+002  
  3.399150967969e-006  1.221426127664e+002  1.221426128439e+002  
  3.402600959314e-006  1.221533458785e+002  1.221533459099e+002  
  3.406050950660e-006  1.221667877583e+002  1.221667877575e+002  
  3.409500942005e-006  1.221817599129e+002  1.221817599296e+002  
  3.412950933351e-006  1.221997405237e+002  1.221997405167e+002  
  3.416400924696e-006  1.222224972931e+002  1.222224972590e+002  
  3.419850916041e-006  1.222522570483e+002  1.222522570454e+002  
  3.423300907387e-006  1.222895324850e+002  1.222895325124e+002  
  3.426633162551e-006  1.223333152647e+002  1.223333152694e+002  
  3.430083153897e-006  1.223875625228e+002  1.223875625207e+002  
  3.433533145242e-006  1.224511414452e+002  1.224511414587e+002  
  3.436983136588e-006  1.225248048648e+002  1.225248048819e+002  
  3.440433127933e-006  1.226083533327e+002  1.226083533348e+002  
  3.443883119278e-006  1.226994677391e+002  1.226994677272e+002  
  3.447333110624e-006  1.227930935900e+002  1.227930935824e+002  
  3.450783101969e-006  1.228836517090e+002  1.228836517038e+002  
  3.454233093315e-006  1.229680688667e+002  1.229680688647e+002  
  3.457683084660e-006  1.230473007773e+002  1.230473007778e+002  
  3.461133076005e-006  1.231234108375e+002  1.231234108456e+002  
  3.464583067351e-006  1.231982643510e+002  1.231982643727e+002  
  3.468033058696e-006  1.232741502464e+002  1.232741502765e+002  
  3.471483050042e-006  1.233494188332e+002  1.233494188567e+002  
  3.474933041387e-006  1.234214172293e+002  1.234214172461e+002  
  3.478383032733e-006  1.234916056736e+002  1.234916057162e+002  
  3.481833024078e-006  1.235607118239e+002  1.235607119025e+002  
  3.485283015423e-006  1.236275724329e+002  1.236275724671e+002  
  3.488733006769e-006  1.236921990749e+002  1.236921990289e+002  
  3.492182998114e-006  1.237533329667e+002  1.237533328796e+002  
  3.495632989460e-006  1.238081150135e+002  1.238081149162e+002  
  3.499082980805e-006  1.238537132107e+002  1.238537131496e+002  
  3.502532972150e-006  1.238927315559e+002  1.238927315915e+002  
  3.505982963496e-006  1.239291326636e+002  1.239291327362e+002  
  3.509432954841e-006  1.239669038283e+002  1.239669037844e+002  
  3.512882946187e-006  1.240017372267e+002  1.240017371406e+002  
  3.515001028571e-006  1.240204145758e+002  1.240204145211e+002  
  3.518451019917e-006  1.240401074484e+002  1.240401074460e+002  
  3.521901011262e-006  1.240426965213e+002  1.240426965453e+002  
  3.525351002607e-006  1.240251940920e+002  1.240251941393e+002  
  3.528800993953e-006  1.239939538549e+002  1.239939539036e+002  
  3.532250985298e-006  1.239567576655e+002  1.239567576749e+002  
  3.535700976644e-006  1.239178910381e+002  1.239178910397e+002  
  3.539150967989e-006  1.238828855587e+002  1.238828855393e+002  
  3.542600959334e-006  1.238522064171e+002  1.238522063693e+002  
  3.546050950680e-006  1.238235979234e+002  1.238235978848e+002  
  3.549500942025e-006  1.237913095426e+002  1.237913095365e+002  
  3.552950933371e-006  1.237467012344e+002  1.237467012250e+002  
  3.556400924716e-006  1.236834110381e+002  1.236834110390e+002  
  3.559850916061e-006  1.236054430261e+002  1.236054430630e+002  
  3.563300907407e-006  1.235183372640e+002  1.235183372933e+002  
  3.566633162571e-006  1.234294273652e+002  1.234294273744e+002  
  3.570083153917e-006  1.233414979403e+002  1.233414979495e+002  
  3.573533145262e-006  1.232642974440e+002  1.232642974380e+002  
  3.576983136608e-006  1.231981407238e+002  1.231981407060e+002  
  3.580433127953e-006  1.231412768672e+002  1.231412768408e+002  
  3.583883119298e-006  1.230886386564e+002  1.230886386489e+002  
  3.587333110644e-006  1.230328299445e+002  1.230328299721e+002  
  3.590783101989e-006  1.229710638312e+002  1.229710638698e+002  
  3.594233093335e-006  1.229019208401e+002  1.229019208432e+002  
  3.597683084680e-006  1.228291718501e+002  1.228291718273e+002  
  3.601133076025e-006  1.227545315446e+002  1.227545315216e+002  
  3.604583067371e-006  1.226821278054e+002  1.226821277937e+002  
  3.608033058716e-006  1.226179777205e+002  1.226179777077e+002  
  3.611483050062e-006  1.225642178772e+002  1.225642178673e+002  
  3.614933041407e-006  1.225228186988e+002  1.225228187036e+002  
  3.618383032753e-006  1.224923220753e+002  1.224923220873e+002  
  3.621833024098e-006  1.224688535875e+002  1.224688536048e+002  
  3.625283015443e-006  1.224494935291e+002  1.224494935444e+002  
  3.628733006789e-006  1.224327091415e+002  1.224327091583e+002  
  3.632182998134e-006  1.224170003807e+002  1.224170004020e+002  
  3.635632989480e-006  1.224025871331e+002  1.224025871360e+002  
  3.639082980825e-006  1.223906302384e+002  1.223906302322e+002  
  3.642532972170e-006  1.223836284632e+002  1.223836284722e+002  
  3.645982963516e-006  1.223845399724e+002  1.223845399816e+002  
  3.649432954861e-006  1.223950880207e+002  1.223950880263e+002  
  3.652882946207e-006  1.224178489321e+002  1.224178489348e+002  
  3.655001028591e-006  1.224378721027e+002  1.224378720970e+002  
  3.658451019937e-006  1.224784449667e+002  1.224784449462e+002  
  3.661901011282e-006  1.225272155688e+002  1.225272155469e+002  
  3.665351002627e-006  1.225814557770e+002  1.225814557702e+002  
  3.668800993973e-006  1.226385377665e+002  1.226385377608e+002  
  3.672250985318e-006  1.226950027677e+002  1.226950027719e+002  
  3.675700976664e-006  1.227489546388e+002  1.227489546822e+002  
  3.679150968009e-006  1.228009633437e+002  1.228009634002e+002  
  3.682600959354e-006  1.228510585123e+002  1.228510585559e+002  
  3.686050950700e-006  1.228997874096e+002  1.228997874132e+002  
  3.689500942045e-006  1.229491919426e+002  1.229491919252e+002  
  3.692950933391e-006  1.230002495847e+002  1.230002495756e+002  
  3.696400924736e-006  1.230550138576e+002  1.230550138370e+002  
  3.699850916081e-006  1.231144601863e+002  1.231144601531e+002  
  3.703300907427e-006  1.231775722907e+002  1.231775723043e+002  
  3.706633162591e-006  1.232406767518e+002  1.232406767797e+002  
  3.710083153937e-006  1.233066642587e+002  1.233066642692e+002  
  3.713533145282e-006  1.233714171603e+002  1.233714171661e+002  
  3.716983136628e-006  1.234336616895e+002  1.234336616885e+002  
  3.720433127973e-006  1.234925363152e+002  1.234925363251e+002  
  3.723883119318e-006  1.235462289913e+002  1.235462289978e+002  
  3.727333110664e-006  1.235917078109e+002  1.235917077969e+002  
  3.730783102009e-006  1.236270576538e+002  1.236270576388e+002  
  3.734233093355e-006  1.236518754998e+002  1.236518754967e+002  
  3.737683084700e-006  1.236667511601e+002  1.236667511693e+002  
  3.741133076045e-006  1.236753357694e+002  1.236753357761e+002  
  3.744583067391e-006  1.236831657510e+002  1.236831657572e+002  
  3.748033058736e-006  1.236906024554e+002  1.236906024680e+002  
  3.751483050082e-006  1.236972813383e+002  1.236972813536e+002  
  3.754933041427e-006  1.237019966164e+002  1.237019966193e+002  
  3.758383032773e-006  1.237037626887e+002  1.237037626851e+002  
  3.761833024118e-006  1.237013690780e+002  1.237013690840e+002  
  3.765283015463e-006  1.236948700107e+002  1.236948700127e+002  
  3.768733006809e-006  1.236840623490e+002  1.236840623355e+002  
  3.772182998154e-006  1.236672136541e+002  1.236672136226e+002  
  3.775632989500e-006  1.236425644497e+002  1.236425643892e+002  
  3.779082980845e-006  1.236112504445e+002  1.236112503938e+002  
  3.782532972190e-006  1.235746229661e+002  1.235746229882e+002  
  3.785982963536e-006  1.235345337027e+002  1.235345337520e+002  
  3.789432954881e-006  1.234964427588e+002  1.234964427831e+002  
  3.792882946227e-006  1.234605002233e+002  1.234605002673e+002  
  3.795001028611e-006  1.234372704735e+002  1.234372704971e+002  
  3.798451019957e-006  1.233956590727e+002  1.233956590262e+002  
  3.801901011302e-006  1.233483280361e+002  1.233483279967e+002  
  3.805351002647e-006  1.232933258471e+002  1.232933258800e+002  
  3.808800993993e-006  1.232313420579e+002  1.232313421188e+002  
  3.812250985338e-006  1.231688490712e+002  1.231688490687e+002  
  3.815700976684e-006  1.231152899316e+002  1.231152899058e+002  
  3.819150968029e-006  1.230702167834e+002  1.230702167626e+002  
  3.822600959374e-006  1.230317467550e+002  1.230317467457e+002  
  3.826050950720e-006  1.229978657439e+002  1.229978657386e+002  
  3.829500942065e-006  1.229644872260e+002  1.229644872228e+002  
  3.832950933411e-006  1.229253387770e+002  1.229253387927e+002  
  3.836400924756e-006  1.228782921302e+002  1.228782921455e+002  
  3.839850916101e-006  1.228242980267e+002  1.228242980274e+002  
  3.843300907447e-006  1.227696778873e+002  1.227696779248e+002  
  3.846750898792e-006  1.227235366503e+002  1.227235366779e+002  
  3.850083153957e-006  1.226892753596e+002  1.226892753466e+002  
  3.853533145302e-006  1.226676218124e+002  1.226676217899e+002  
  3.856983136648e-006  1.226590704226e+002  1.226590704053e+002  
  3.860433127993e-006  1.226592977883e+002  1.226592977707e+002  
  3.863883119338e-006  1.226638506863e+002  1.226638506624e+002  
  3.867333110684e-006  1.226654629343e+002  1.226654629262e+002  
  3.870783102029e-006  1.226613405986e+002  1.226613406199e+002  
  3.874233093375e-006  1.226524481666e+002  1.226524481926e+002  
  3.877683084720e-006  1.226426608317e+002  1.226426608375e+002  
  3.881133076065e-006  1.226354694451e+002  1.226354694409e+002  
  3.884583067411e-006  1.226363824225e+002  1.226363824311e+002  
  3.888033058756e-006  1.226460446870e+002  1.226460447050e+002  
  3.891483050102e-006  1.226652601780e+002  1.226652601904e+002  
  3.894933041447e-006  1.226935310030e+002  1.226935310139e+002  
  3.898383032793e-006  1.227281860097e+002  1.227281860307e+002  
  3.901833024138e-006  1.227644314800e+002  1.227644315019e+002  
  3.905283015483e-006  1.227998884077e+002  1.227998884256e+002  
  3.908733006829e-006  1.228313983930e+002  1.228313984050e+002  
  3.912182998174e-006  1.228596877139e+002  1.228596877231e+002  
  3.915632989520e-006  1.228871544247e+002  1.228871544263e+002  
  3.919082980865e-006  1.229157326555e+002  1.229157326383e+002  
  3.922532972210e-006  1.229463789434e+002  1.229463789194e+002  
  3.925982963556e-006  1.229814779277e+002  1.229814779255e+002  
  3.929432954901e-006  1.230219823419e+002  1.230219823537e+002  
  3.932882946247e-006  1.230664261180e+002  1.230664261188e+002  
  3.935001028631e-006  1.230952598729e+002  1.230952598654e+002  
  3.938451019977e-006  1.231431324892e+002  1.231431324857e+002  
  3.941901011322e-006  1.231898674230e+002  1.231898674306e+002  
  3.945351002667e-006  1.232319967352e+002  1.232319967369e+002  
  3.948800994013e-006  1.232681539858e+002  1.232681539859e+002  
  3.952250985358e-006  1.232984489418e+002  1.232984489583e+002  
  3.955700976704e-006  1.233227218318e+002  1.233227218559e+002  
  3.959150968049e-006  1.233412348426e+002  1.233412348684e+002  
  3.962600959394e-006  1.233572598331e+002  1.233572598536e+002  
  3.966050950740e-006  1.233720816675e+002  1.233720816724e+002  
  3.969500942085e-006  1.233869121948e+002  1.233869121647e+002  
  3.972950933431e-006  1.234025045575e+002  1.234025045186e+002  
  3.976400924776e-006  1.234191302966e+002  1.234191302770e+002  
  3.979850916121e-006  1.234364840731e+002  1.234364840768e+002  
  3.983300907467e-006  1.234534358580e+002  1.234534358708e+002  
  3.986750898812e-006  1.234679958562e+002  1.234679958816e+002  
  3.990000000040e-006  1.234774762655e+002  1.234774762996e+002  
  3.990083153977e-006  1.234776494457e+002  1.234776494798e+002  
  3.990249464906e-006  1.234779819675e+002  1.234779820013e+002  
  3.990582086763e-006  1.234786092356e+002  1.234786092690e+002  
  3.991247330478e-006  1.234797059075e+002  1.234797059394e+002  
  3.992577817908e-006  1.234813174545e+002  1.234813174793e+002  
  3.993500000040e-006  1.234819723938e+002  1.234819724095e+002  
  3.993533145322e-006  1.234819886331e+002  1.234819886484e+002  
  3.993599432206e-006  1.234820198803e+002  1.234820198948e+002  
  3.993732005975e-006  1.234820763465e+002  1.234820763593e+002  
  3.993997153512e-006  1.234821625645e+002  1.234821625738e+002  
  3.994527448586e-006  1.234822286546e+002  1.234822286562e+002  
  3.995588038734e-006  1.234819773301e+002  1.234819773197e+002  
  3.996983136668e-006  1.234809641505e+002  1.234809641353e+002  
  3.999773379101e-006  1.234768036591e+002  1.234768036533e+002  
  4.000000000040e-006  1.234763387319e+002  1.234763387268e+002  
  4.000065974931e-006  1.234761988291e+002  1.234761988243e+002  
  4.000197920057e-006  1.234759159940e+002  1.234759159894e+002  
  4.000433128013e-006  1.234753979708e+002  1.234753979665e+002  
  4.000903539046e-006  1.234743153879e+002  1.234743153834e+002  
  4.001844361110e-006  1.234719823827e+002  1.234719823771e+002  
  4.003726005240e-006  1.234665767613e+002  1.234665767587e+002  
  4.003883119358e-006  1.234660776060e+002  1.234660776041e+002  
  4.004197347595e-006  1.234650552076e+002  1.234650552072e+002  
  4.004825804068e-006  1.234629075315e+002  1.234629075344e+002  
  4.006082717015e-006  1.234581412615e+002  1.234581412681e+002  
  4.007333110704e-006  1.234527461519e+002  1.234527461550e+002  
  4.009833898081e-006  1.234403704272e+002  1.234403704190e+002  
  4.013283889427e-006  1.234203281939e+002  1.234203281905e+002  
  4.014233093395e-006  1.234142314329e+002  1.234142314322e+002  
  4.016131501331e-006  1.234014973128e+002  1.234014973142e+002  
  4.017683084740e-006  1.233908802194e+002  1.233908802216e+002  
  4.020000000040e-006  1.233753110088e+002  1.233753110177e+002  
  4.020310316722e-006  1.233732569094e+002  1.233732569196e+002  
  4.020930950086e-006  1.233691694465e+002  1.233691694593e+002  
  4.021133076085e-006  1.233678447210e+002  1.233678447346e+002  
  4.021537316649e-006  1.233652048031e+002  1.233652048180e+002  
  4.022345797776e-006  1.233599865278e+002  1.233599865448e+002  
  4.023962760030e-006  1.233500401358e+002  1.233500401524e+002  
  4.024583067431e-006  1.233464616815e+002  1.233464616966e+002  
  4.025823589100e-006  1.233398535013e+002  1.233398535138e+002  
  4.028304632439e-006  1.233285053086e+002  1.233285053178e+002  
  4.031483050122e-006  1.233154541571e+002  1.233154541631e+002  
  4.034933041467e-006  1.233003044319e+002  1.233003044380e+002  
  4.038383032813e-006  1.232828036080e+002  1.232828036091e+002  
  4.040000000040e-006  1.232736435791e+002  1.232736435768e+002  
  4.040344999175e-006  1.232715889237e+002  1.232715889208e+002  
  4.041035016070e-006  1.232673494549e+002  1.232673494514e+002  
  4.042415049861e-006  1.232585813258e+002  1.232585813228e+002  
  4.045175117443e-006  1.232400203390e+002  1.232400203347e+002  
  4.045283015503e-006  1.232392677322e+002  1.232392677278e+002  
  4.045498802944e-006  1.232377581710e+002  1.232377581662e+002  
  4.045930377825e-006  1.232347253407e+002  1.232347253350e+002  
  4.046793527587e-006  1.232286100472e+002  1.232286100397e+002  
  4.048519827111e-006  1.232161945223e+002  1.232161945178e+002  
  4.048733006849e-006  1.232146449236e+002  1.232146449204e+002  
  4.049159366323e-006  1.232115336065e+002  1.232115336062e+002  
  4.050012085273e-006  1.232052732191e+002  1.232052732235e+002  
  4.051717523171e-006  1.231926695578e+002  1.231926731361e+002  
  4.052182998194e-006  1.231892126690e+002  1.231892182263e+002  
  4.053113948240e-006  1.231822454725e+002  1.231822429411e+002  
  4.054975848331e-006  1.231677534168e+002  1.231677293878e+002  
  4.055632989540e-006  1.231623991233e+002  1.231624075699e+002  
  4.056947271957e-006  1.231514659589e+002  1.231515250765e+002  
  4.059082980885e-006  1.231341102618e+002  1.231341383666e+002  
  4.060000000040e-006  1.231268763370e+002  1.231268683355e+002  
  4.060344999175e-006  1.231242190863e+002  1.231242051927e+002  
  4.061035016070e-006  1.231190062395e+002  1.231189920285e+002  
  4.062415049861e-006  1.231087920310e+002  1.231087874943e+002  
  4.062532972230e-006  1.231079327970e+002  1.231079296089e+002  
  4.062768829672e-006  1.231062204657e+002  1.231062198897e+002  
  4.063240544556e-006  1.231028246093e+002  1.231028281923e+002  
  4.064183974325e-006  1.230962355592e+002  1.230962420269e+002  
  4.065982963576e-006  1.230849649243e+002  1.230849652364e+002  
  4.069432954921e-006  1.230683804957e+002  1.230683758972e+002  
  4.072882946267e-006  1.230583738936e+002  1.230583738912e+002  
  4.075001028651e-006  1.230554333045e+002  1.230554337355e+002  
  4.078451019997e-006  1.230522164741e+002  1.230522117974e+002  
  4.080000000040e-006  1.230498848221e+002  1.230498825775e+002  
  4.080344999175e-006  1.230491466294e+002  1.230491457090e+002  
  4.081035016070e-006  1.230475524322e+002  1.230475530288e+002  
  4.081901011342e-006  1.230455025826e+002  1.230455036728e+002  
  4.083633085066e-006  1.230413444554e+002  1.230413432329e+002  
  4.085351002687e-006  1.230370463789e+002  1.230370437139e+002  
  4.088786837930e-006  1.230278554023e+002  1.230278533247e+002  
  4.088800994033e-006  1.230278158775e+002  1.230278138118e+002  
  4.088829306239e-006  1.230277367463e+002  1.230277347036e+002  
  4.088885930652e-006  1.230275783666e+002  1.230275763670e+002  
  4.088999179477e-006  1.230272621625e+002  1.230272602361e+002  
  4.089225677127e-006  1.230266315238e+002  1.230266291792e+002  
  4.089678672427e-006  1.230253712018e+002  1.230253685212e+002  
  4.090584663028e-006  1.230226909735e+002  1.230226881643e+002  
  4.092250985378e-006  1.230172921671e+002  1.230172894192e+002  
  4.095583630079e-006  1.230099823338e+002  1.230099811243e+002  
  4.095700976724e-006  1.230098784195e+002  1.230098773116e+002  
  4.095935670012e-006  1.230097138125e+002  1.230097128613e+002  
  4.096405056590e-006  1.230095245511e+002  1.230095236621e+002  
  4.097343829745e-006  1.230094675173e+002  1.230094660696e+002  
  4.099221376056e-006  1.230101222226e+002  1.230101194918e+002  
  4.102600959414e-006  1.230138674295e+002  1.230138659557e+002  
  4.106050950760e-006  1.230190972065e+002  1.230190961122e+002  
  4.109500942105e-006  1.230227640736e+002  1.230227618091e+002  
  4.112950933451e-006  1.230212922901e+002  1.230212898644e+002  
  4.116400924796e-006  1.230154408841e+002  1.230154389927e+002  
  4.119850916141e-006  1.230068868205e+002  1.230068849166e+002  
  4.123300907487e-006  1.229994645524e+002  1.229994626800e+002  
  4.126750898832e-006  1.229980845020e+002  1.229980829200e+002  
  4.130000000060e-006  1.230082547304e+002  1.230082534499e+002  
  4.131247330498e-006  1.230150297399e+002  1.230150284874e+002  
  4.133742157411e-006  1.230316939615e+002  1.230316926843e+002  
  4.136983136688e-006  1.230576966229e+002  1.230576952200e+002  
  4.140433128033e-006  1.230866729703e+002  1.230866714946e+002  
  4.143883119378e-006  1.231114983660e+002  1.231114970434e+002  
  4.146082717035e-006  1.231231147703e+002  1.231231136764e+002  
  4.147333110724e-006  1.231282637431e+002  1.231282628299e+002  
  4.149833898101e-006  1.231354367045e+002  1.231354361865e+002  
  4.153283889447e-006  1.231389056786e+002  1.231389055354e+002  
  4.156131501351e-006  1.231380668204e+002  1.231376439910e+002  
  4.159581492696e-006  1.231366988595e+002  1.231359098464e+002  
  4.161133076105e-006  1.231368976029e+002  1.231364885266e+002  
  4.164236242924e-006  1.231411861645e+002  1.231413798591e+002  
  4.167686234270e-006  1.231522802356e+002  1.231524823851e+002  
  4.171136225615e-006  1.231684467531e+002  1.231683751257e+002  
  4.171483050142e-006  1.231702332907e+002  1.231701619317e+002  
  4.172176699195e-006  1.231738470305e+002  1.231737694333e+002  
  4.173563997302e-006  1.231812080576e+002  1.231811297018e+002  
  4.174933041487e-006  1.231886742929e+002  1.231886311603e+002  
  4.177671129856e-006  1.232035470508e+002  1.232035998343e+002  
  4.178383032833e-006  1.232071900750e+002  1.232072920419e+002  
  4.179806838785e-006  1.232138942045e+002  1.232139398815e+002  
  4.180344999195e-006  1.232162167234e+002  1.232162133972e+002  
  4.181421235562e-006  1.232205055460e+002  1.232204501157e+002  
  4.182415049881e-006  1.232240713785e+002  1.232240114228e+002  
  4.184402492255e-006  1.232299442536e+002  1.232299521859e+002  
  4.185930377845e-006  1.232331631904e+002  1.232332342095e+002  
  4.188986233477e-006  1.232364811260e+002  1.232366652297e+002  
  4.192436224822e-006  1.232368576840e+002  1.232371968585e+002  
  4.195886216168e-006  1.232361678218e+002  1.232359857176e+002  
  4.199336207513e-006  1.232363275254e+002  1.232363924695e+002  
  4.202786198858e-006  1.232401515309e+002  1.232403552174e+002  
